customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1017-CHURN,Male,1,Yes,No,72,Yes,Fiber optic,Two year,Electronic check,114.87,8290.77,No
1018-CHURN,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,Bank transfer,113.66,1240.44,No
1019-CHURN,Female,1,Yes,No,7,Yes,DSL,Month-to-month,Mailed check,71.71,487.46,No
1020-CHURN,Male,0,Yes,No,65,Yes,No,Two year,Credit card,29.26,1918.28,No
1021-CHURN,Female,0,Yes,No,69,No,No,One year,Credit card,22.31,1545.48,No
1022-CHURN,Male,0,No,No,31,Yes,DSL,Two year,Credit card,63.45,2023.39,No
1023-CHURN,Female,0,No,No,72,Yes,Fiber optic,Two year,Bank transfer,109.85,7912.98,No
1024-CHURN,Female,0,No,No,62,Yes,DSL,Two year,Mailed check,74.74,4643.6,No
1025-CHURN,Female,0,Yes,Yes,12,Yes,Fiber optic,One year,Electronic check,107.71,1275.63,Yes
1026-CHURN,Male,1,Yes,No,72,Yes,DSL,One year,Electronic check,64.54,4535.24,No
1027-CHURN,Female,0,No,No,34,Yes,Fiber optic,Month-to-month,Electronic check,114.68,3947.68,Yes
1028-CHURN,Female,0,No,No,56,Yes,DSL,Month-to-month,Mailed check,76.64,4371.26,Yes
1029-CHURN,Male,0,Yes,No,52,No,DSL,Two year,Credit card,61.45,3266.28,No
1030-CHURN,Female,1,Yes,No,10,No,Fiber optic,Month-to-month,Electronic check,103.74,1031.44,Yes
1031-CHURN,Male,0,No,No,5,Yes,DSL,Month-to-month,Mailed check,72.16,365.21,No
1032-CHURN,Female,1,Yes,No,63,Yes,No,Two year,Bank transfer,30.87,1917.12,No
1033-CHURN,Male,1,No,No,60,Yes,Fiber optic,Two year,Mailed check,100.62,5947.65,No
1034-CHURN,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,106.74,109.91,Yes
1035-CHURN,Male,0,No,No,11,Yes,No,Month-to-month,Mailed check,31.39,352.53,No
1036-CHURN,Female,0,No,No,38,Yes,DSL,Month-to-month,Credit card,69.82,2614.35,No
1037-CHURN,Male,0,Yes,Yes,9,Yes,DSL,Month-to-month,Credit card,72.27,647.83,Yes
1038-CHURN,Female,1,No,No,66,Yes,DSL,Two year,Electronic check,76.42,5063.38,No
1039-CHURN,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Credit card,105.32,715.7,Yes
1040-CHURN,Male,0,Yes,No,20,Yes,DSL,One year,Credit card,75.43,1550.17,No
1041-CHURN,Female,0,No,No,58,Yes,Fiber optic,One year,Mailed check,98.58,5583.43,No
1042-CHURN,Female,0,Yes,No,61,No,Fiber optic,Two year,Electronic check,105.05,6530.02,No
1043-CHURN,Male,1,No,No,9,Yes,Fiber optic,Month-to-month,Credit card,100.13,926.9,Yes
1044-CHURN,Female,0,Yes,No,13,Yes,DSL,One year,Electronic check,67.82,892.46,No
1045-CHURN,Female,0,No,No,4,Yes,DSL,Month-to-month,Bank transfer,70.7,290.72,Yes
1046-CHURN,Female,0,Yes,No,20,Yes,DSL,Month-to-month,Bank transfer,72.75,1413.07,No
1047-CHURN,Male,0,Yes,No,66,Yes,Fiber optic,Two year,Electronic check,117.06,7658.53,No
1048-CHURN,Male,0,No,No,31,Yes,DSL,Month-to-month,Bank transfer,67.61,2092.95,Yes
1049-CHURN,Female,0,No,No,72,Yes,No,Two year,Bank transfer,28.43,2081.71,No
1050-CHURN,Male,0,Yes,No,30,Yes,Fiber optic,Month-to-month,Mailed check,107.18,3245.21,No
1051-CHURN,Female,0,Yes,No,53,Yes,Fiber optic,Two year,Bank transfer,104.91,5638.97,No
1052-CHURN,Female,0,Yes,Yes,2,Yes,DSL,Month-to-month,Mailed check,72.0,140.93,Yes
1053-CHURN,Female,0,No,No,9,Yes,Fiber optic,One year,Credit card,116.46,1069.82,No
1054-CHURN,Female,0,No,No,23,Yes,No,One year,Electronic check,31.22,731.94,No
1055-CHURN,Female,0,No,No,29,Yes,No,One year,Bank transfer,30.89,910.26,No
1056-CHURN,Male,0,No,Yes,33,Yes,DSL,One year,Bank transfer,66.69,2242.75,No
1057-CHURN,Female,0,No,No,60,Yes,Fiber optic,Two year,Mailed check,103.3,6091.49,No
1058-CHURN,Male,0,Yes,Yes,71,No,DSL,One year,Mailed check,59.54,4136.1,No
1059-CHURN,Male,0,Yes,No,44,Yes,Fiber optic,Month-to-month,Mailed check,115.83,5217.33,No
1060-CHURN,Female,1,No,No,25,Yes,Fiber optic,One year,Bank transfer,109.59,2814.88,No
1061-CHURN,Female,0,No,No,67,Yes,No,One year,Mailed check,30.47,2032.21,No
1062-CHURN,Female,0,No,No,71,No,DSL,Two year,Bank transfer,61.14,4327.14,No
1063-CHURN,Female,0,No,No,18,Yes,DSL,Two year,Mailed check,75.51,1378.83,No
1064-CHURN,Male,0,No,Yes,62,Yes,Fiber optic,Two year,Electronic check,111.56,6914.64,No
1065-CHURN,Male,0,No,No,5,Yes,No,Month-to-month,Mailed check,32.64,161.37,Yes
1066-CHURN,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Electronic check,109.63,1075.92,Yes
1067-CHURN,Male,0,Yes,No,72,Yes,DSL,Month-to-month,Bank transfer,65.94,4611.7,No
1068-CHURN,Male,0,No,No,2,Yes,No,Month-to-month,Mailed check,28.09,56.48,No
1069-CHURN,Male,0,No,No,68,No,No,Two year,Bank transfer,19.59,1303.52,No
1070-CHURN,Male,0,Yes,No,50,Yes,Fiber optic,Two year,Bank transfer,99.25,5069.2,No
1071-CHURN,Male,0,Yes,No,7,Yes,No,Month-to-month,Mailed check,30.04,216.37,No
1072-CHURN,Male,0,Yes,No,57,Yes,Fiber optic,One year,Electronic check,101.76,5785.61,No
1073-CHURN,Male,0,Yes,No,72,Yes,DSL,Two year,Electronic check,69.07,4858.33,No
1074-CHURN,Male,1,No,Yes,69,Yes,DSL,Month-to-month,Bank transfer,68.99,4784.02,No
1075-CHURN,Female,0,Yes,No,47,Yes,Fiber optic,Two year,Credit card,103.53,4887.48,No
1076-CHURN,Male,0,No,No,11,Yes,No,Month-to-month,Mailed check,31.26,336.3,No
1077-CHURN,Male,1,Yes,Yes,72,Yes,No,One year,Mailed check,30.17,2191.39,No
1078-CHURN,Female,0,No,Yes,36,Yes,DSL,Two year,Bank transfer,76.4,2720.05,No
1079-CHURN,Male,0,Yes,Yes,18,Yes,DSL,Month-to-month,Mailed check,64.14,1178.45,Yes
1080-CHURN,Female,0,No,No,11,Yes,No,Month-to-month,Electronic check,30.05,332.29,No
1081-CHURN,Female,1,No,No,12,Yes,Fiber optic,One year,Bank transfer,113.52,1356.76,No
1082-CHURN,Male,1,No,No,8,Yes,DSL,Month-to-month,Electronic check,70.42,579.02,Yes
1083-CHURN,Male,0,Yes,Yes,12,Yes,Fiber optic,Two year,Mailed check,117.32,1407.1,No
1084-CHURN,Female,0,Yes,No,44,Yes,DSL,One year,Bank transfer,65.62,2954.37,No
1085-CHURN,Female,0,Yes,No,8,Yes,No,Month-to-month,Electronic check,29.58,233.29,Yes
1086-CHURN,Male,0,Yes,Yes,60,No,No,One year,Mailed check,18.58,1110.91,No
1087-CHURN,Female,0,No,No,39,Yes,No,Two year,Bank transfer,29.23,1111.51,No
1088-CHURN,Male,0,No,No,69,Yes,DSL,Two year,Mailed check,73.09,5019.84,No
1089-CHURN,Female,0,No,No,42,Yes,No,Two year,Electronic check,30.43,1308.31,No
1090-CHURN,Male,0,No,No,51,Yes,Fiber optic,Month-to-month,Bank transfer,101.24,5265.31,Yes
1091-CHURN,Female,0,Yes,Yes,64,Yes,DSL,Two year,Credit card,70.12,4615.77,No
1092-CHURN,Female,0,Yes,No,72,Yes,Fiber optic,One year,Mailed check,114.95,8400.41,No
1093-CHURN,Female,0,Yes,Yes,25,Yes,No,Month-to-month,Electronic check,30.2,744.65,Yes
1094-CHURN,Female,1,No,Yes,5,Yes,Fiber optic,Month-to-month,Mailed check,98.26,481.3,No
1095-CHURN,Male,0,No,No,71,Yes,Fiber optic,Two year,Mailed check,99.1,6900.8,No
1096-CHURN,Male,0,Yes,No,65,Yes,No,One year,Credit card,30.19,1981.35,No
1097-CHURN,Male,0,Yes,Yes,62,Yes,DSL,One year,Bank transfer,71.9,4426.3,No
1098-CHURN,Male,0,No,Yes,17,Yes,No,One year,Electronic check,32.43,548.47,No
1099-CHURN,Female,1,No,No,41,No,Fiber optic,Two year,Mailed check,107.64,4508.72,No
1100-CHURN,Male,0,No,No,55,Yes,Fiber optic,Two year,Credit card,117.61,6556.52,No
1101-CHURN,Male,0,Yes,No,54,Yes,Fiber optic,One year,Electronic check,109.16,5791.82,No
1102-CHURN,Female,0,Yes,No,30,Yes,DSL,One year,Bank transfer,63.54,1868.58,No
1103-CHURN,Female,0,No,Yes,67,Yes,No,Two year,Electronic check,29.07,1985.31,No
1104-CHURN,Female,0,No,No,60,Yes,DSL,Two year,Electronic check,69.51,4284.11,No
1105-CHURN,Female,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,Electronic check,115.59,1814.5,Yes
1106-CHURN,Male,0,No,No,61,No,DSL,One year,Electronic check,53.32,3340.68,No
1107-CHURN,Male,0,No,Yes,22,Yes,DSL,Two year,Mailed check,70.64,1547.53,No
1108-CHURN,Female,0,Yes,No,12,Yes,Fiber optic,One year,Credit card,111.07,1365.28,No
1109-CHURN,Female,1,Yes,No,7,Yes,No,Month-to-month,Electronic check,29.44,209.18,No
1110-CHURN,Male,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Electronic check,104.31,106.85,Yes
1111-CHURN,Female,1,Yes,Yes,70,Yes,DSL,Two year,Mailed check,68.83,4860.06,No
1112-CHURN,Male,0,No,No,61,Yes,Fiber optic,Two year,Electronic check,103.49,6182.97,No
1113-CHURN,Male,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Electronic check,106.74,519.62,Yes
1114-CHURN,Female,0,No,No,21,No,DSL,One year,Credit card,55.37,1171.64,No
1115-CHURN,Female,0,No,No,71,Yes,Fiber optic,One year,Mailed check,101.99,7049.41,No
1116-CHURN,Female,0,Yes,No,72,Yes,DSL,Two year,Credit card,63.56,4503.83,No
1117-CHURN,Male,0,Yes,No,18,No,Fiber optic,One year,Electronic check,96.23,1701.61,Yes
1118-CHURN,Female,0,No,No,2,Yes,Fiber optic,One year,Mailed check,112.15,223.32,No
1119-CHURN,Male,0,No,No,17,Yes,Fiber optic,One year,Mailed check,108.12,1848.78,No
1120-CHURN,Male,0,No,Yes,4,Yes,DSL,Month-to-month,Credit card,70.96,290.84,Yes
1121-CHURN,Female,0,Yes,Yes,31,Yes,Fiber optic,Month-to-month,Electronic check,107.0,3403.81,No
1122-CHURN,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Credit card,109.7,1128.75,Yes
1123-CHURN,Female,0,No,No,38,Yes,Fiber optic,Two year,Electronic check,102.59,3960.13,No
1124-CHURN,Female,0,No,No,11,No,Fiber optic,Month-to-month,Credit card,92.15,1039.27,Yes
1125-CHURN,Female,0,Yes,No,9,Yes,DSL,Month-to-month,Electronic check,77.13,706.27,Yes
1126-CHURN,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Mailed check,107.01,219.29,Yes
1127-CHURN,Male,0,Yes,No,11,Yes,No,Month-to-month,Electronic check,32.14,345.14,No
1128-CHURN,Male,0,No,No,69,Yes,DSL,Two year,Mailed check,76.75,5442.41,No
1129-CHURN,Male,0,No,No,6,Yes,DSL,Month-to-month,Electronic check,72.22,426.42,No
1130-CHURN,Male,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Mailed check,103.98,1566.11,Yes
1131-CHURN,Female,0,No,No,7,Yes,Fiber optic,Month-to-month,Mailed check,111.6,781.99,Yes
1132-CHURN,Male,0,Yes,No,54,Yes,Fiber optic,Two year,Mailed check,106.62,5779.75,No
1133-CHURN,Male,0,Yes,No,61,Yes,Fiber optic,Two year,Electronic check,117.46,7251.91,No
1134-CHURN,Male,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Credit card,114.23,687.01,Yes
1135-CHURN,Female,0,Yes,No,27,Yes,Fiber optic,One year,Electronic check,114.3,3121.05,Yes
1136-CHURN,Male,0,Yes,No,71,Yes,DSL,One year,Credit card,71.83,5110.45,No
1137-CHURN,Female,1,No,Yes,48,Yes,DSL,Two year,Credit card,63.13,2941.52,No
1138-CHURN,Male,0,No,Yes,3,No,No,One year,Mailed check,22.16,66.99,No
1139-CHURN,Male,0,Yes,No,56,Yes,No,Two year,Electronic check,28.13,1580.5,No
1140-CHURN,Female,0,No,No,46,No,Fiber optic,Two year,Electronic check,90.45,4182.13,No
1141-CHURN,Female,0,No,Yes,29,Yes,DSL,One year,Bank transfer,75.58,2126.27,No
1142-CHURN,Male,0,No,No,71,Yes,Fiber optic,Two year,Electronic check,102.38,7255.35,No
1143-CHURN,Female,0,No,No,52,Yes,Fiber optic,Two year,Bank transfer,114.82,6104.97,No
1144-CHURN,Female,1,Yes,Yes,45,Yes,Fiber optic,One year,Credit card,102.73,4576.41,No
1145-CHURN,Male,0,Yes,No,69,Yes,Fiber optic,Two year,Credit card,113.41,7799.41,No
1146-CHURN,Female,0,No,No,70,Yes,DSL,Two year,Mailed check,71.13,4866.31,No
1147-CHURN,Female,1,Yes,Yes,8,Yes,DSL,Month-to-month,Credit card,73.06,582.73,No
1148-CHURN,Female,1,Yes,No,26,Yes,Fiber optic,Month-to-month,Electronic check,114.76,2965.1,Yes
1149-CHURN,Female,0,Yes,No,67,Yes,No,One year,Credit card,32.92,2256.33,No
1150-CHURN,Female,1,Yes,No,57,No,No,Two year,Mailed check,18.43,1021.23,No
1151-CHURN,Female,0,Yes,No,39,Yes,Fiber optic,Two year,Mailed check,111.71,4474.64,No
1152-CHURN,Female,1,No,Yes,3,Yes,DSL,Month-to-month,Electronic check,77.38,233.2,Yes
1153-CHURN,Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Electronic check,105.48,634.01,No
1154-CHURN,Female,0,No,No,66,Yes,DSL,Two year,Mailed check,68.01,4592.67,No
1155-CHURN,Female,0,No,Yes,9,Yes,Fiber optic,Month-to-month,Credit card,111.6,985.78,Yes
1156-CHURN,Female,0,Yes,No,34,No,Fiber optic,One year,Electronic check,96.04,3208.35,No
1157-CHURN,Male,0,Yes,Yes,70,Yes,Fiber optic,Two year,Mailed check,102.29,7321.16,No
1158-CHURN,Female,0,Yes,No,39,Yes,No,One year,Electronic check,28.81,1152.54,Yes
1159-CHURN,Female,0,Yes,Yes,56,Yes,Fiber optic,Two year,Electronic check,101.85,5819.2,No
1160-CHURN,Male,0,Yes,No,3,Yes,DSL,Month-to-month,Electronic check,73.56,214.61,Yes
1161-CHURN,Female,0,Yes,No,27,Yes,DSL,One year,Credit card,76.78,2091.97,No
1162-CHURN,Male,0,No,No,11,Yes,DSL,Month-to-month,Mailed check,75.09,823.57,Yes
1163-CHURN,Male,0,No,No,72,Yes,Fiber optic,Two year,Bank transfer,106.96,7843.36,No
1164-CHURN,Female,0,Yes,No,66,Yes,Fiber optic,Two year,Mailed check,108.57,7018.64,No
1165-CHURN,Male,1,Yes,No,66,Yes,Fiber optic,Two year,Bank transfer,110.4,7470.16,No
1166-CHURN,Female,0,No,Yes,15,Yes,No,One year,Mailed check,30.9,458.92,No
1167-CHURN,Female,0,No,No,48,Yes,DSL,One year,Bank transfer,77.53,3681.97,No
1168-CHURN,Female,0,No,No,59,Yes,Fiber optic,Two year,Bank transfer,115.73,6696.33,No
1169-CHURN,Male,0,No,No,29,Yes,Fiber optic,One year,Mailed check,98.87,2782.41,No
1170-CHURN,Male,0,Yes,No,67,Yes,DSL,One year,Electronic check,75.54,5004.32,No
1171-CHURN,Female,0,Yes,Yes,60,Yes,Fiber optic,Two year,Electronic check,100.28,5889.84,No
1172-CHURN,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Credit card,111.8,340.19,No
1173-CHURN,Female,0,Yes,No,34,Yes,DSL,One year,Electronic check,67.28,2322.74,No
1174-CHURN,Male,0,No,Yes,60,No,No,One year,Mailed check,21.87,1338.02,No
1175-CHURN,Female,0,No,No,16,Yes,DSL,Month-to-month,Mailed check,63.13,980.11,No
1176-CHURN,Female,1,No,No,66,Yes,DSL,Two year,Credit card,68.73,4495.76,No
1177-CHURN,Female,0,Yes,No,71,Yes,DSL,Two year,Electronic check,63.32,4362.41,No
1178-CHURN,Male,0,No,Yes,6,Yes,Fiber optic,One year,Bank transfer,117.07,702.75,No
1179-CHURN,Female,0,No,No,12,Yes,DSL,Month-to-month,Bank transfer,63.23,777.38,Yes
1180-CHURN,Female,0,Yes,Yes,35,Yes,Fiber optic,One year,Bank transfer,101.11,3519.29,No
1181-CHURN,Female,0,Yes,No,15,Yes,DSL,One year,Bank transfer,71.09,1090.26,No
1182-CHURN,Male,0,No,No,9,Yes,DSL,Month-to-month,Mailed check,72.69,671.78,Yes
1183-CHURN,Female,1,No,No,7,Yes,DSL,Month-to-month,Credit card,73.93,509.37,Yes
1184-CHURN,Female,0,Yes,Yes,6,Yes,DSL,Month-to-month,Mailed check,66.7,388.44,No
1185-CHURN,Male,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Electronic check,104.02,3482.0,No
1186-CHURN,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Credit card,102.8,206.57,Yes
1187-CHURN,Female,0,No,Yes,33,Yes,DSL,One year,Electronic check,66.66,2179.61,No
1188-CHURN,Male,0,No,No,2,Yes,DSL,Month-to-month,Bank transfer,74.73,148.27,Yes
1189-CHURN,Male,0,No,No,61,Yes,No,Two year,Mailed check,32.74,1946.93,No
1190-CHURN,Female,0,Yes,No,62,Yes,Fiber optic,Two year,Electronic check,109.92,6966.77,No
1191-CHURN,Male,0,No,Yes,62,Yes,No,One year,Electronic check,28.79,1757.36,No
1192-CHURN,Female,0,Yes,Yes,4,Yes,DSL,Month-to-month,Mailed check,63.98,249.73,No
1193-CHURN,Male,0,No,No,70,No,DSL,Two year,Electronic check,56.59,4027.74,No
1194-CHURN,Female,0,No,No,36,Yes,Fiber optic,Two year,Mailed check,101.56,3652.89,No
1195-CHURN,Male,0,Yes,Yes,45,Yes,DSL,Two year,Bank transfer,71.68,3276.48,No
1196-CHURN,Female,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Bank transfer,111.96,1261.26,No
1197-CHURN,Female,0,No,Yes,7,Yes,DSL,Month-to-month,Electronic check,63.07,438.37,No
1198-CHURN,Female,0,Yes,No,37,Yes,DSL,One year,Electronic check,69.59,2506.0,No
1199-CHURN,Female,0,Yes,No,62,Yes,DSL,Two year,Bank transfer,72.34,4418.68,No
1200-CHURN,Male,0,No,No,26,Yes,Fiber optic,One year,Bank transfer,101.86,2577.02,No
1201-CHURN,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Bank transfer,116.02,1022.2,No
1202-CHURN,Male,0,No,Yes,39,Yes,DSL,Two year,Bank transfer,71.24,2836.53,No
1203-CHURN,Male,0,Yes,No,52,Yes,DSL,Two year,Electronic check,68.18,3639.26,No
1204-CHURN,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Mailed check,98.37,596.49,Yes
1205-CHURN,Male,0,Yes,No,57,Yes,Fiber optic,One year,Credit card,107.69,6223.71,No
1206-CHURN,Female,0,Yes,No,28,Yes,Fiber optic,One year,Electronic check,104.72,2972.89,No
1207-CHURN,Female,1,No,No,7,Yes,Fiber optic,Month-to-month,Mailed check,117.39,803.16,Yes
1208-CHURN,Male,0,No,Yes,5,Yes,DSL,Month-to-month,Credit card,68.68,334.07,No
1209-CHURN,Male,0,Yes,No,51,Yes,Fiber optic,Two year,Mailed check,116.42,6008.1,No
1210-CHURN,Female,1,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Mailed check,111.72,217.24,Yes
1211-CHURN,Male,0,No,Yes,11,Yes,Fiber optic,Month-to-month,Electronic check,99.48,1114.75,Yes
1212-CHURN,Male,0,No,No,60,Yes,DSL,One year,Credit card,76.99,4644.66,No
1213-CHURN,Male,0,No,No,9,Yes,DSL,Month-to-month,Bank transfer,65.53,576.09,No
1214-CHURN,Female,0,No,No,5,Yes,No,Month-to-month,Electronic check,30.24,152.65,No
1215-CHURN,Female,1,No,Yes,40,Yes,No,Two year,Bank transfer,32.62,1313.12,No
1216-CHURN,Male,0,Yes,No,11,No,Fiber optic,Month-to-month,Electronic check,104.57,1141.73,Yes
1217-CHURN,Male,0,No,No,65,Yes,DSL,Two year,Mailed check,70.31,4657.27,No
1218-CHURN,Female,0,No,No,45,Yes,Fiber optic,Two year,Credit card,102.14,4542.42,No
1219-CHURN,Female,0,Yes,Yes,9,Yes,DSL,Two year,Bank transfer,70.64,631.1,No
1220-CHURN,Male,0,Yes,No,34,Yes,DSL,Two year,Credit card,71.21,2449.7,No
1221-CHURN,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Credit card,117.94,1077.51,Yes
1222-CHURN,Male,0,Yes,No,67,Yes,Fiber optic,One year,Bank transfer,114.48,7565.95,No
1223-CHURN,Male,0,Yes,Yes,11,Yes,DSL,Month-to-month,Electronic check,75.92,810.91,No
1224-CHURN,Female,0,No,No,65,Yes,No,Two year,Electronic check,32.93,2098.88,No
1225-CHURN,Male,0,No,No,37,Yes,DSL,Two year,Mailed check,70.85,2584.2,No
1226-CHURN,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Electronic check,109.7,1123.66,Yes
1227-CHURN,Male,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Bank transfer,107.09,2740.48,No
1228-CHURN,Male,0,Yes,Yes,72,Yes,DSL,Two year,Bank transfer,64.88,4716.4,No
1229-CHURN,Female,1,No,No,3,Yes,DSL,Month-to-month,Bank transfer,70.88,215.31,Yes
1230-CHURN,Male,0,Yes,No,2,Yes,DSL,Month-to-month,Mailed check,71.74,144.52,No
1231-CHURN,Female,0,No,No,24,Yes,No,One year,Mailed check,29.19,712.3,No
1232-CHURN,Male,0,No,No,3,Yes,Fiber optic,Two year,Credit card,113.66,337.94,No
1233-CHURN,Male,1,Yes,Yes,62,Yes,DSL,Two year,Bank transfer,64.87,4033.21,No
1234-CHURN,Male,0,Yes,No,70,Yes,No,Two year,Bank transfer,30.51,2157.57,No
1235-CHURN,Female,0,Yes,No,5,No,Fiber optic,Month-to-month,Electronic check,101.25,505.29,Yes
1236-CHURN,Male,0,No,No,10,Yes,DSL,Month-to-month,Bank transfer,63.82,648.64,No
1237-CHURN,Female,1,No,No,69,Yes,Fiber optic,Two year,Mailed check,114.08,8075.83,No
1238-CHURN,Male,0,No,No,12,Yes,Fiber optic,Two year,Bank transfer,104.08,1261.23,No
1239-CHURN,Female,0,Yes,No,11,Yes,DSL,One year,Electronic check,73.77,790.76,No
1240-CHURN,Male,1,No,No,5,Yes,Fiber optic,Month-to-month,Bank transfer,100.16,504.11,Yes
1241-CHURN,Female,0,Yes,No,3,Yes,DSL,Month-to-month,Mailed check,72.3,219.45,Yes
1242-CHURN,Female,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,Credit card,109.14,969.49,Yes
1243-CHURN,Female,0,No,No,5,Yes,DSL,Month-to-month,Electronic check,65.25,322.76,Yes
1244-CHURN,Female,1,No,No,34,Yes,DSL,Month-to-month,Mailed check,72.37,2474.66,No
1245-CHURN,Female,0,Yes,No,41,Yes,No,Two year,Electronic check,31.46,1305.89,No
1246-CHURN,Female,1,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Mailed check,107.97,883.01,Yes
1247-CHURN,Male,0,Yes,No,63,Yes,DSL,Two year,Mailed check,71.68,4586.97,No
1248-CHURN,Male,0,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Credit card,115.75,905.66,Yes
1249-CHURN,Female,1,Yes,Yes,58,Yes,No,Two year,Electronic check,31.49,1809.77,No
1250-CHURN,Female,0,No,No,2,Yes,DSL,Month-to-month,Bank transfer,76.59,149.95,No
1251-CHURN,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Mailed check,109.05,664.39,Yes
1252-CHURN,Male,0,No,Yes,45,Yes,Fiber optic,Two year,Mailed check,101.5,4503.5,No
1253-CHURN,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,Bank transfer,102.93,1106.65,Yes
1254-CHURN,Male,0,No,No,9,Yes,Fiber optic,Month-to-month,Mailed check,101.53,891.63,Yes
1255-CHURN,Female,0,No,Yes,14,Yes,Fiber optic,One year,Mailed check,104.7,1431.9,No
1256-CHURN,Male,0,No,No,62,Yes,No,Two year,Electronic check,30.39,1855.59,No
1257-CHURN,Male,0,Yes,No,5,Yes,No,Month-to-month,Mailed check,29.28,148.88,No
1258-CHURN,Male,0,No,No,9,Yes,DSL,Month-to-month,Mailed check,70.13,621.24,Yes
1259-CHURN,Male,1,No,Yes,72,No,No,Two year,Credit card,19.82,1408.32,No
1260-CHURN,Female,0,No,Yes,60,Yes,Fiber optic,Two year,Mailed check,109.11,6696.13,No
1261-CHURN,Male,0,No,No,56,Yes,Fiber optic,Two year,Credit card,106.57,5947.26,No
1262-CHURN,Female,0,Yes,No,61,Yes,No,Two year,Electronic check,30.17,1841.34,No
1263-CHURN,Male,0,No,No,72,Yes,Fiber optic,One year,Electronic check,107.81,7530.72,No
1264-CHURN,Male,0,Yes,No,2,Yes,DSL,Month-to-month,Mailed check,77.82,151.74,Yes
1265-CHURN,Male,0,No,Yes,9,Yes,No,Month-to-month,Electronic check,30.78,281.02,No
1266-CHURN,Male,1,Yes,No,45,Yes,DSL,Month-to-month,Credit card,73.85,3290.04,No
1267-CHURN,Male,1,Yes,Yes,12,Yes,DSL,Month-to-month,Bank transfer,69.25,813.53,Yes
1268-CHURN,Male,0,Yes,No,4,Yes,Fiber optic,Month-to-month,Electronic check,104.52,416.29,Yes
1269-CHURN,Female,1,No,No,17,Yes,DSL,Month-to-month,Bank transfer,76.75,1269.14,Yes
1270-CHURN,Male,0,Yes,No,65,No,No,Two year,Credit card,21.71,1428.88,No
1271-CHURN,Female,0,No,No,3,Yes,DSL,Month-to-month,Electronic check,71.74,209.8,No
1272-CHURN,Female,1,Yes,No,3,Yes,No,Month-to-month,Bank transfer,29.68,86.66,No
1273-CHURN,Female,0,No,Yes,64,Yes,No,Two year,Mailed check,29.29,1865.53,No
1274-CHURN,Male,0,No,Yes,10,Yes,Fiber optic,Month-to-month,Bank transfer,103.04,1035.78,Yes
1275-CHURN,Male,0,Yes,No,1,No,Fiber optic,Month-to-month,Electronic check,98.07,99.62,Yes
1276-CHURN,Male,0,Yes,No,69,Yes,Fiber optic,Two year,Bank transfer,115.5,7764.35,No
1277-CHURN,Male,0,No,No,69,No,Fiber optic,Two year,Bank transfer,105.62,7215.55,No
1278-CHURN,Female,0,No,Yes,70,Yes,Fiber optic,Two year,Mailed check,112.9,7793.26,No
1279-CHURN,Male,1,No,No,64,Yes,No,Two year,Credit card,30.71,1994.19,No
1280-CHURN,Male,0,Yes,No,21,Yes,Fiber optic,One year,Credit card,102.7,2139.8,Yes
1281-CHURN,Female,0,No,Yes,28,No,No,One year,Electronic check,20.39,575.3,No
1282-CHURN,Female,0,No,No,8,Yes,Fiber optic,Month-to-month,Electronic check,111.89,894.55,Yes
1283-CHURN,Female,0,Yes,No,9,Yes,DSL,One year,Mailed check,71.93,650.08,No
1284-CHURN,Male,0,Yes,Yes,5,Yes,DSL,Month-to-month,Electronic check,70.71,350.7,Yes
1285-CHURN,Male,0,Yes,Yes,62,Yes,DSL,Two year,Mailed check,69.42,4236.71,No
1286-CHURN,Female,1,No,Yes,68,Yes,No,Two year,Electronic check,31.76,2102.63,No
